"type","lineno","license","cust_ID","sched","promised","RO_prn","inv_prn","status","timein","timeout","location","custname","ymm","recno","hat","dateposted","lastitemused","vehicle_ID","writer","odom_in","odom_out","balancedue","writernum","refno","estlaboramt","estpartsamt","esthours","laboramt","partsamt","taxamt","defaultTech","defaultTechParts","hazwaste","shopsupplies","hazwasteamt","shopsuppliesamt","versionstring","taxversion","taxamtmat1","taxamtmat2","taxamtmat3","taxamtmat4","taxamtmat5","taxamtmat6","taxamtmat7","taxamtmat8","taxamtmat9","taxamtlab1","taxamtlab2","taxamtlab3","taxamtlab4","taxamtlab5","taxamtlab6","taxamtlab7","taxamthazmat","taxamtshopsupplies","PrintedDate","discountamt","estdiscountamt","EstimateTax","EstimateHazmat","EstimateShopSupplies","CreatedAsEstimate","ReasonForVisit"
,,,16935,,,,,"C",,,,,,42351,,2005-05-16,,22410,"JB",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-16,,,,,,,
,,,16575,,,,,"C",,,,,,41642,,2005-03-15,,21952,"SG",,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-14,,,,,,,
,,"9XBT56",17706,,,,,"C",,,,,,51041,,2007-04-11,,23611,"MS",,,53.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-04-11,,,,,,,
,,"1WNNJ",23370,,,,,"C",,,,,,66365,,2011-09-01,,31615,"TN",,,125.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-01,,,,,,,
,,"D86NCD",12475,,,,,"C",,,,,,46472,,2006-04-17,,17725,"SG",,,721.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-15,,,,,,,
,,"S23VRB",1962,,,,,"C",,,,,,49101,,2006-11-01,,25632,"NM",,,356.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-31,,,,,,,
,,"356DRZ",26001,,,,,"C",,,,,,64729,,2011-03-12,,35194,111,,,392.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-12,,,,,,,
,,"DSP527",22048,,,,,"C",,,,,,58671,,2009-06-18,,29781,"DM",,,137.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-18,,,,,,,
,,"M87TGY",22200,,,,,"C",,,,,,57598,,2009-02-04,,30005,"CB",,,2483.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-30,,,,,,,
,,"G07KYZ",9554,,,,,"C",,,,,,48825,,2006-10-09,,24411,"SG",,,672.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-09,,,,,,,
,,"595PZF",18516,,,,,"C",,,,,,54631,,2008-02-19,,28982,"CB",,,143.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-18,,,,,,,
,,"X98VWY",21843,,,,,"C",,,,,,55559,,2008-06-05,,29484,"CB",,,1778.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-02,,,,,,,
,,"836RZS",24427,,,,,"C",,,,,,69752,,2012-06-30,,33065,"TF",,,108.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-29,,,,,,,
,,"TDR23J",7685,,,,,"C",,,,,,43458,,2005-08-08,,8458,"SG",,,248.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-08,,,,,,,
,,"977KRG",24738,,,,,"C",,,,,,62030,,2010-06-24,,33505,"CB",,,312.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-24,,,,,,,
,,"809YNN",26473,,,,,"C",,,,,,67343,,2011-12-03,,36709,"KIT",,,292.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-01,,,,,,,
,,"922GVC",24319,,,,,"C",,,,,,62921,,2010-09-16,,34097,"CB",,,761.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-10,,,,,,,
,,,28305,,,,,"C",,,,,,69874,,2012-07-07,,38250,"ROB",,,230.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-06,,,,,,,
,,"LMV250",25299,,,,,"V",,,,,,63408,,,,34264,111,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-27,,,,,,,
,,"TKK 751",26516,,,,,"C",,,,,,65867,,2011-07-09,,35847,"CB",,,217.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-08,,,,,,,
,,"G97L2L",9610,,,,,"C",,,,,,49747,,2006-12-28,,17992,"SG",,,37.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-26,,,,,,,
,,"KTR563",27366,,,,,"C",,,,,,67823,,2012-01-21,,36981,"KIT",,,69.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-21,,,,,,,
,,,21133,,,,,"C",,,,,,53507,,2007-10-30,,28423,"KN",,,178.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-30,,,,,,,
,,"450 RCD",10356,,,,,"C",,,,,,57022,,2008-12-31,,23665,"INM",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-15,,,,,,,
,,"Z15RMP",21790,,,,,"C",,,,,,58009,,2009-03-31,,29408,"DM",,,158.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-25,,,,,,,
,,"BLD2386",10524,,,,,"C",,,,,,73647,,2013-01-07,,40588,111,,,125.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-07,,,,,,,
,,"MMC098",26790,,,,,"C",,,,,,66436,,2011-09-12,,36208,"CB",,,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-08,,,,,,,
,,"247VRV",8534,,,,,"C",,,,,,62571,,2010-10-14,,24175,"TN",,,33.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-11,,,,,,,
,,,13922,,,,,"C",,,,,,41674,,2005-03-17,,19782,"SG",,,65.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-17,,,,,,,
,,"3CW76M",10399,,,,,"C",,,,,,64465,,2011-02-11,,29785,111,,,48.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-11,,,,,,,
,,"585TLX",21655,,,,,"C",,,,,,71941,,2012-10-10,,39675,"ROB",,,186.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10,,,,,,,
,,"20LSY2",19314,,,,,"C",,,,,,59217,,2009-08-19,,25759,"CB",,,200.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-19,,,,,,,
,,"F88TKY",16230,,,,,"C",,,,,,53299,,2007-10-16,,21490,"SG",,,407.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-13,,,,,,,
,,"MHR866",23601,,,,,"C",,,,,,59387,,2009-09-08,,31932,"CB",,,215.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-08,,,,,,,
,,"P05RPJ",22246,,,,,"C",,,,,,57495,,2009-01-20,,30074,"CB",,,80.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-20,,,,,,,
,,"V22NCT",20918,,,,,"C",,,,,,52812,,2007-09-06,,28077,"SG",,,254.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-05,,,,,,,
,,"3RKP17",12778,,,,,"C",,,,,,54685,,2008-02-27,,21116,"CB",,,979.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-25,,,,,,,
,,1,21655,,,,,"C",,,,,,74320,,2013-02-12,,41119,111,,,25.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,,,,,,
,,,28605,,,,,"C",,,,,,70490,,2012-08-03,,38672,"ROB",,,518.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-03,,,,,,,
,,"WRC6ZZ",14779,,,,,"V",,,,,,37714,,,,19417,"SG",,,67.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-04-02,,,,,,,
,,"MZW874",27306,,,,,"C",,,,,,67666,,2012-01-06,,36899,"CB",,,521.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-05,,,,,,,
,,"817RCS",24856,,,,,"C",,,,,,63164,,2010-10-02,,33685,"TN",,,408.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-02,,,,,,,
,,"G31LMS",26048,,,,,"C",,,,,,64794,,2011-03-22,,35257,"CB",,,401.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-21,,,,,,,
,,"N47CJJ",21455,,,,,"C",,,,,,54492,,2008-02-02,,28911,"DM",,,11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-02,,,,,,,
,,"BY5V569",22665,,,,,"C",,,,,,62800,,2010-08-31,,34010,111,,,31.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-31,,,,,,,
,,"177HHX",23161,,,,,"C",,,,,,58420,,2009-05-22,,31327,"DM",,,2713.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-20,,,,,,,
,,"394FDT",26452,,,,,"C",,,,,,65713,,2011-06-23,,35754,"CB",,,564.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-20,,,,,,,
,,"467XAH",29173,,,,,"V",,,,,,71620,,,,39469,"ROB",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-25,,,,,,,
,,"C64YXZ",18635,,,,,"C",,,,,,46790,,2006-05-10,,24785,"CG",,,158.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-10,,,,,,,
,,"S93YCM",8529,,,,,"C",,,,,,58499,,2009-08-22,,16997,"CB",,,940.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-29,,,,,,,
,,"111CMN",18443,,,,,"C",,,,,,46143,,2006-03-20,,24475,"SG",,,115.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-20,,,,,,,
,,,11224,,,,,"C",,,,,,42672,,2005-06-09,,22636,"SG",,,118.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-09,,,,,,,
,,"J35ZJX",18777,,,,,"C",,,,,,47150,,2006-06-10,,24987,"CG",,,72.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-08,,,,,,,
,,"783DVR",17307,,,,,"C",,,,,,43188,,2005-07-23,,22892,"CG",,,1024.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-18,,,,,,,
,,,29532,,,,,"V",,,,,,72479,,,,39988,"ROB",,,963.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-05,,,,,,,
,,"768EHK",27364,,,,,"V",,,,,,67995,,,,36979,"TN",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-06,,,,,,,
,,"RCKON",26835,,,,,"C",,,,,,66651,,2011-09-28,,36269,"TN",,,160.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-28,,,,,,,
,,"054B7H",6005,,,,,"C",,,,,,52576,,2007-08-14,,24935,"MS",,,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-14,,,,,,,
,,"330XBC",27157,,,,,"C",,,,,,67322,,2011-11-30,,36705,"CB",,,333.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-29,,,,,,,
,,"871YVC",28382,,,,,"C",,,,,,70771,,2012-08-16,,38355,"ROB",,,67.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-14,,,,,,,
,,,3085,,,,,"V",,,,,,7019,,,,3242,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-11-16,,,,,,,
,,"BM7R034",21655,,,,,"C",,,,,,72560,,2012-11-12,,40019,"ROB",,,173.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-08,,,,,,,
,,,30256,,,,,"C",,,,,,74282,,2013-02-11,,41067,111,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-11,,,,,,,
,,"HKV 227",30033,,,,,"C",,,,,,73740,,2013-01-12,,40738,"KIT",,,584.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-11,,,,,,,
,,"DR9L965",29461,,,,,"C",,,,,,72303,,2012-10-27,,39881,"ROB",,,92.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-27,,,,,,,
,,"LCM585",23094,,,,,"C",,,,,,58278,,2009-05-04,,31236,"CB",,,1678.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-04,,,,,,,
,,"G77ZDN",6772,,,,,"C",,,,,,55895,,2008-07-14,,11335,"CB",,,795.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-07-10,,,,,,,
,,"C84FV2",10822,,,,,"C",,,,,,50023,,2007-01-21,,13745,"SG",,,87.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-01-20,,,,,,,
,,"D70 TCS",19714,,,,,"C",,,,,,49494,,2006-12-04,,26354,"NM",,,244.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-02,,,,,,,
,,"CX8P483",25111,,,,,"C",,,,,,69341,,2012-06-09,,37889,111,,,669.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-05,,,,,,,
,,"CF1B357",19848,,,,,"V",,,,,,67468,,,,35167,"KIT",,,226.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-12,,,,,,,
,,,839,,,,,"V",,,,,,963,,,,802,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-12,,,,,,,
,,"5GHK20",16456,,,,,"C",,,,,,47534,,2006-07-07,,25015,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07-07,,,,,,,
,,"619SGH",23777,,,,,"C",,,,,,59633,,2009-10-12,,32160,"CB",,,679.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-10,,,,,,,
,,,29682,,,,,"C",,,,,,72840,,2012-11-24,,40205,"KIT",,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-24,,,,,,,
,,,12565,,,,,"C",,,,,,50428,,2007-02-22,,26854,"NM",,,147.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-02-22,,,,,,,
,,"Y83XYP",17234,,,,,"C",,,,,,46289,,2006-04-01,,23669,"SG",,,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-01,,,,,,,
,,"353YSS",25124,,,,,"C",,,,,,62832,,2010-09-04,,34034,111,,,451.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-02,,,,,,,
,,,26106,,,,,"C",,,,,,72248,,2012-10-24,,39850,"ROB",,,93.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-24,,,,,,,
,,465,11224,,,,,"C",,,,,,50411,,2007-02-22,,16944,"SG",,,212.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-02-20,,,,,,,
,,,18194,,,,,"C",,,,,,45535,,2006-01-26,,24098,"CG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-26,,,,,,,
,,"X17KLP",18212,,,,,"C",,,,,,60141,,2009-12-09,,24123,"JD",,,1022.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-12-07,,,,,,,
,,"S53VPC",15917,,,,,"C",,,,,,59246,,2009-08-22,,24406,"CB",,,320.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-22,,,,,,,
,,"TDJ178",22537,,,,,"C",,,,,,65682,,2011-06-16,,34534,"CB",,,171.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-15,,,,,,,
,,"W53FFM",15740,,,,,"C",,,,,,43832,,2005-09-09,,20777,"SG",,,445.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-03,,,,,,,
,,"82HGY7",23844,,,,,"C",,,,,,61033,,2010-03-15,,32431,"JD",,,37.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-13,,,,,,,
,,"7JTR83",12843,,,,,"C",,,,,,49645,,2006-12-14,,23052,"NM",,,13.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-14,,,,,,,
,,,28495,,,,,"V",,,,,,70275,,,,38514,"ROB",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-24,,,,,,,
,,"X66RDR",25377,,,,,"C",,,,,,68572,,2012-03-30,,34362,"CB",,,57.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-30,,,,,,,
,,"648 FJT",20776,,,,,"C",,,,,,49573,,2006-12-08,,25186,"SG",,,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-08,,,,,,,
,,"8BDZ97",14658,,,,,"C",,,,,,43639,,2005-08-20,,19250,"SG",,,374.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-20,,,,,,,
,,"66NZT9",26140,,,,,"C",,,,,,65029,,2011-04-14,,35373,111,,,359.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-13,,,,,,,
,,"97GBS7",22908,,,,,"C",,,,,,58772,,2009-06-30,,30970,"DM",,,682.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-29,,,,,,,
,,"564GTP",8620,,,,,"C",,,,,,44033,,2005-09-28,,23302,"SG",,,376.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-20,,,,,,,
,,,25913,,,,,"C",,,,,,64589,,2011-02-24,,35080,111,,,158.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-24,,,,,,,
,,,18037,,,,,"C",,,,,,45067,,2006-01-20,,23866,"CG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-15,,,,,,,
,,,19636,,,,,"C",,,,,,49309,,2006-11-18,,26246,"SG",,,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-18,,,,,,,
,,"J79DNV",13140,,,,,"C",,,,,,49638,,2006-12-18,,20191,"SG",,,933.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-14,,,,,,,
,,"CW3M148",27199,,,,,"C",,,,,,67410,,2011-12-17,,36761,"CB",,,293.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-07,,,,,,,
,,"1116ZK",26064,,,,,"C",,,,,,64830,,2011-03-22,,35276,111,,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-22,,,,,,,
,,"790XHY",20510,,,,,"C",,,,,,62159,,2010-07-08,,27609,"CB",,,266.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-07,,,,,,,
,,"T28ZTY",22927,,,,,"C",,,,,,64075,,2010-12-30,,30998,"CB",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-29,,,,,,,
,,"DEALER",12709,,2012-10-20,,,"C",,,,,,71980,,2012-10-12,,37325,"KIT",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-12,,,,,,,
,,"V96CXJ",21908,,,,,"C",,,,,,60053,,2009-11-25,,32453,"JD",,,33.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-25,,,,,,,
,,"613VDG",24141,,,,,"C",,,,,,60368,,2010-01-05,,32668,"JD",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-04,,,,,,,
,,"W45CVP",21984,,,,,"C",,,,,,61906,,2010-09-09,,22714,"TN",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-12,,,,,,,
,,,28092,,,,,"V",,,,,,73589,,,,40657,111,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-04,,,,,,,
,,"TLB277",24115,,,,,"C",,,,,,69039,,2012-05-09,,32658,111,,,167.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-09,,,,,,,
,,"N16RPW",10971,,,,,"C",,,,,,43607,,2005-08-18,,17122,"CG",,,144.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-18,,,,,,,
,,"DEALER",23294,,,,,"C",,,,,,61032,,2010-03-13,,33066,"JD",,,111.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-13,,,,,,,
,,"X34WGB",18084,,,,,"C",,,,,,45225,,2005-12-31,,23939,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-31,,,,,,,
,,"5KWD14",15972,,,,,"V",,,,,,41053,,,,21124,"SG",,,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-20,,,,,,,
,,,17214,,,,,"Q",,,,,,68330,,2012-03-07,,,"TN",,,587.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-07,,,,,,,
,,"Z52DMP",16134,,,,,"C",,,,,,57185,,2008-12-09,,21338,"DM",,,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-09,,,,,,,
,,,14721,,,,,"C",,,,,,41771,,2005-03-28,,22040,"TN",,,359.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-28,,,,,,,
,,"AR22016",26294,,,,,"C",,,,,,65366,,2011-05-18,,35564,"CB",,,922.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-16,,,,,,,
,,"CC3W077",23986,,,,,"C",,,,,,63655,,2010-11-20,,34545,111,,,240.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-19,,,,,,,
,,"56SXW6",27492,,,,,"C",,,,,,68129,,2012-02-25,,37154,"CB",,,982.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-20,,,,,,,
,,"CF1W850",24120,,,,,"C",,,,,,66540,,2011-09-16,,35169,"TN",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-16,,,,,,,
,,"T41-SSC",16207,,,,,"C",,,,,,44867,,2005-11-29,,21447,"SG",,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-29,,,,,,,
,,"VNW527",16660,,,,,"C",,,,,,41830,,2005-04-02,,22057,"SG",,,266.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-31,,,,,,,
,,"150PIW",28832,,,,,"C",,,,,,71528,,2012-09-21,,38981,111,,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-20,,,,,,,
,,"82ZGJ5",23485,,,,,"C",,,,,,65728,,2011-06-25,,31775,"KIT",,,962.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-22,,,,,,,
,,"575FJT",26076,,,,,"C",,,,,,64858,,2011-03-26,,35291,111,,,505.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-25,,,,,,,
,,"BF3Z712",13301,,,,,"C",,,,,,60640,,2010-02-03,,32839,"CB",,,325.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-01,,,,,,,
,,"K24PLT",9915,,,,,"C",,,,,,42954,,2005-06-30,,12056,"SG",,,670.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-30,,,,,,,
,,,17297,,,,,"C",,,,,,43164,,2005-07-16,,22880,"TN",,,468.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-16,,,,,,,
,,"K98JFG",10729,,,,,"V",,,,,,36923,,,,18081,"TE",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-01-19,,,,,,,
,,"56MCC4",26107,,,,,"C",,,,,,64962,,2011-04-06,,35333,111,,,51.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-05,,,,,,,
,,"7PFBP",13765,,,,,"C",,,,,,42878,,2005-06-24,,21747,"SG",,,55.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-24,,,,,,,
,,"864RNY",21689,,,,,"C",,,,,,55167,,2008-04-17,,29265,"TN",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-17,,,,,,,
,,"881WCV",25385,,,,,"C",,,,,,63359,,2010-10-22,,34371,"CB",,,616.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-21,,,,,,,
,,"FSL753",30071,,,,,"C",,,,,,73813,,2013-01-17,,40794,111,,,940.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-15,,,,,,,
,,,17037,,,,,"C",,,,,,42538,,2005-06-17,,22542,"SG",,,2164.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-26,,,,,,,
,,,18559,,,,,"C",,,,,,46548,,2006-04-24,,24669,"CG",,,243.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-21,,,,,,,
,,"TCD399",24391,,,,,"C",,,,,,60953,,2010-03-06,,33012,"JD",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-06,,,,,,,
,,"317VRW",14320,,,,,"C",,,,,,52895,,2007-09-12,,18807,"TN",,,451.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-11,,,,,,,
,,"F10-7627",18733,,,,,"C",,,,,,74476,,2013-02-21,,33964,"KIT",,,315.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-20,,,,,,,
,,"HTX699",27049,,,,,"C",,,,,,72202,,2012-10-23,,36561,"KIT",,,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-22,,,,,,,
,,,23252,,,,,"C",,,,,,64670,,2011-03-08,,35138,"CB",,,418.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-01,,,,,,,
,,"28MKD1",17336,,,,,"C",,,,,,48926,,2006-10-19,,24820,"NM",,,70.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-17,,,,,,,
,,"Y84YNZ",16315,,,,,"C",,,,,,45092,,2005-12-19,,21621,"SG",,,329.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-12-19,,,,,,,
,,"AC99506",10217,,,,,"C",,,,,,60083,,2009-11-30,,32474,"CB",,,147.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-28,,,,,,,
