"type","lineno","license","cust_ID","sched","promised","RO_prn","inv_prn","status","timein","timeout","location","custname","ymm","recno","hat","dateposted","lastitemused","vehicle_ID","writer","odom_in","odom_out","balancedue","writernum","refno","estlaboramt","estpartsamt","esthours","laboramt","partsamt","taxamt","defaultTech","defaultTechParts","hazwaste","shopsupplies","hazwasteamt","shopsuppliesamt","versionstring","taxversion","taxamtmat1","taxamtmat2","taxamtmat3","taxamtmat4","taxamtmat5","taxamtmat6","taxamtmat7","taxamtmat8","taxamtmat9","taxamtlab1","taxamtlab2","taxamtlab3","taxamtlab4","taxamtlab5","taxamtlab6","taxamtlab7","taxamthazmat","taxamtshopsupplies","PrintedDate","discountamt","estdiscountamt","EstimateTax","EstimateHazmat","EstimateShopSupplies","CreatedAsEstimate","ReasonForVisit"
,,"SLP6DV",28852,,,,,"V",,,,,,70971,,,,39015,"KIT",,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-25,,,,,,,
,,"620GGY",18625,,,,,"C",,,,,,49859,,2007-01-05,,24770,"NM",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-01-05,,,,,,,
,,"PLJ22P",20509,,,,,"C",,,,,,51765,,2007-06-13,,27475,"MS",,,71.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-11,,,,,,,
,,"517GKL",21655,,,,,"C",,,,,,69131,,2012-05-17,,37759,111,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-17,,,,,,,
,,"63F2M1",18480,,,,,"C",,,,,,46271,,2006-03-31,,24540,"SG",,,94.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-30,,,,,,,
,,"B56TFB",9992,,,,,"C",,,,,,46657,,2006-05-08,,18215,"CG",,,55.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-29,,,,,,,
,,"9TJG28",20532,,,,,"C",,,,,,52744,,2007-08-29,,27510,"SG",,,25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-29,,,,,,,
,,"BJ1 D375",27575,,,,,"V",,,,,,69988,,,,38326,111,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-11,,,,,,,
,,"DJZ354",19314,,,,,"C",,,,,,62559,,2010-08-10,,31001,111,,,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-10,,,,,,,
,,"N80 CJD",19892,,,,,"C",,,,,,64853,,2011-03-26,,26767,"CB",,,562.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-25,,,,,,,
,,"100YTP",20973,,,,,"C",,,,,,53024,,2007-09-24,,28178,"SG",,,674.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-20,,,,,,,
,,"537WKK",21469,,,,,"C",,,,,,55376,,2008-05-10,,28932,"CB",,,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-10,,,,,,,
,,"372YBN",23268,,,,,"C",,,,,,58640,,2009-06-15,,31473,"DM",,,36.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-15,,,,,,,
,,,20360,,,,,"C",,,,,,51281,,2007-05-01,,27268,"SG",,,28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-01,,,,,,,
,,1,16151,,,,,"C",,,,,,47634,,2006-07-14,,21367,"SG",,,394.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07-13,,,,,,,
,,"099XGY",18456,,,,,"C",,,,,,62374,,2010-07-24,,28411,"CB",,,33.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-24,,,,,,,
,,"636FSR",26044,,,,,"C",,,,,,67571,,2011-12-21,,35250,"TN",,,102.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-21,,,,,,,
,,"T29UVJ",20457,,,,,"C",,,,,,51510,,2007-05-22,,27397,"MS",,,180.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-21,,,,,,,
,,,21097,,,,,"C",,,,,,53398,,2007-10-22,,28371,"SG",,,43.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22,,,,,,,
,,"TEMP",27422,,,,,"C",,,,,,67966,,2012-02-06,,37061,"CB",,,124.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-03,,,,,,,
,,"Y69JFC",20394,,,,,"C",,,,,,55349,,2008-10-02,,27308,"CB",,,744.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-08,,,,,,,
,,"CS3 R418",29277,,,,,"V",,,,,,71871,,,,39624,"KIT",,,1445.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-06,,,,,,,
,,"S04DMZ",24226,,,,,"C",,,,,,68192,,2012-02-24,,32785,"KIT",,,20.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-24,,,,,,,
,,"K84FWV",14626,,2006-05-08,,,"C",,,,,,46662,,2006-05-08,,19204,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-01,,,,,,,
,,,8671,,,,,"Q",,,,,,55616,,2008-06-09,,,"TN",,,28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-09,,,,,,,
,,"FSH250",8410,,,,,"C",,,,,,60697,,2010-02-08,,29302,"JD",,,80.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-05,,,,,,,
,,,25841,,,,,"C",,,,,,64417,,2011-02-04,,34989,"CB",,,153.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-04,,,,,,,
,,"BN5J666",25511,,,,,"C",,,,,,63625,,2010-11-16,,34527,"TN",,,29.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-16,,,,,,,
,,"79JSZ7",25750,,,,,"C",,,,,,69930,,2012-07-10,,34866,111,,,634.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-09,,,,,,,
,,"P83CDH",10738,,,,,"C",,,,,,42342,,2005-05-16,,13216,"CB",,,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-16,,,,,,,
,,"BW0 8215",29594,,,,,"C",,,,,,72632,,2012-11-16,,40089,"KIT",,,1080.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-13,,,,,,,
,,,28407,,,,,"C",,,,,,70083,,2012-07-16,,38392,"TF",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-16,,,,,,,
,,"LSW904",21888,,,,,"C",,,,,,65353,,2011-05-14,,35554,"TN",,,683.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-14,,,,,,,
,,"W39DFZ",23425,,,,,"C",,,,,,58979,,2009-07-22,,31686,"CB",,,271.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-22,,,,,,,
,,,16206,,,,,"C",,,,,,40876,,2005-01-04,,21446,"NF",,,638.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-04,,,,,,,
,,"R22JDK",16600,,,,,"C",,,,,,50378,,2007-02-20,,21988,"SG",,,579.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-02-17,,,,,,,
,,"DJZ118",23522,,,,,"C",,,,,,59192,,2009-08-17,,31824,"CB",,,53.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-17,,,,,,,
,,"FCP053",25982,,,,,"C",,,,,,66556,,2011-09-17,,35168,"SG",,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-17,,,,,,,
,,"CH6L851",25605,,,,,"C",,,,,,63834,,2010-12-18,,34651,"CB",,,3682.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-06,,,,,,,
,,"F17SGS",9386,,,,,"C",,,,,,44339,,2005-10-19,,11098,"SG",,,445.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-17,,,,,,,
,,"ZFY60Z",7492,,,,,"C",,,,,,54090,,2008-01-14,,12592,"CB",,,2446.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-21,,,,,,,
,,"8MSR79",18875,,,,,"C",,,,,,60793,,2010-02-18,,29690,"BN",,,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-18,,,,,,,
,,,16310,,,,,"C",,,,,,41137,,2005-01-28,,21611,"SG",,,276.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-27,,,,,,,
,,"BN5N713",24486,,,,,"C",,,,,,63626,,2010-11-18,,33151,"CB",,,1455.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-16,,,,,,,
,,"553KDK",16191,,,,,"C",,,,,,54047,,2007-12-18,,24469,"SG",,,102.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-18,,,,,,,
,,"888-156",16668,,,,,"C",,,,,,49767,,2006-12-28,,22634,"TN",,,161.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-28,,,,,,,
,,1,19579,,,,,"C",,,,,,49178,,2006-11-17,,26160,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-08,,,,,,,
,,"470HKC",21655,,,,,"C",,,,,,59148,,2009-08-15,,31801,"CB",,,1215.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-10,,,,,,,
,,"159VRK",24075,,,,,"C",,,,,,61019,,2010-03-13,,32566,"JD",,,28.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-12,,,,,,,
,,"V46MVX",16924,,,,,"C",,,,,,46759,,2006-05-08,,22529,"SG",,,218.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-08,,,,,,,
,,"960GVH",26945,,,,,"C",,,,,,66873,,2011-10-20,,36411,"CB",,,263.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-17,,,,,,,
,,"VSS153",20180,,,,,"C",,,,,,50731,,2007-04-07,,27018,"SG",,,1399.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-17,,,,,,,
,,"514GKK",14701,,,,,"C",,,,,,53844,,2007-11-30,,21187,"SG",,,428.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-29,,,,,,,
,,"W45CVP",21984,,,,,"C",,,,,,63596,,2010-11-18,,22714,111,,,928.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-13,,,,,,,
,,"BWP065",24150,,,,,"C",,,,,,62128,,2010-07-05,,33615,"CB",,,359.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-03,,,,,,,
,,,19657,,,,,"C",,,,,,49370,,2006-11-22,,26275,"NM",,,14.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-22,,,,,,,
,,,19460,,,,,"C",,,,,,57516,,2009-01-22,,30739,"DM",,,44.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-22,,,,,,,
,,,18477,,,,,"C",,,,,,50045,,2007-01-22,,26639,"SG",,,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-01-22,,,,,,,
,,"PSK227",24734,,,,,"C",,,,,,61927,,2010-06-18,,33500,"CB",,,359.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-16,,,,,,,
,,"1RWL20",15546,,,,,"C",,,,,,42081,,2005-04-25,,20496,"SG",,,289.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-22,,,,,,,
,,"N21HCB",9732,,,,,"C",,,,,,49409,,2006-11-27,,13132,"SG",,,488.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-27,,,,,,,
,,"TEMP",22328,,,,,"C",,,,,,66369,,2011-09-02,,34550,"TN",,,115.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-01,,,,,,,
,,"021LRK",14061,,,,,"C",,,,,,65670,,2011-06-15,,24993,"CB",,,265.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-14,,,,,,,
,,"CH2P311",30224,,,,,"C",,,,,,74160,,2013-02-07,,41020,"ROB",,,384.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-04,,,,,,,
,,"L53BDY",16290,,,,,"C",,,,,,53110,,2007-12-03,,21577,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-28,,,,,,,
,,"C87LDR",14613,,,,,"C",,,,,,49159,,2006-11-08,,19184,"SG",,,809.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-06,,,,,,,
,,"6ORFW5",24428,,,,,"C",,,,,,61024,,2010-03-13,,33067,"JD",,,308.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-13,,,,,,,
,,,24103,,,,,"C",,,,,,60272,,2009-12-22,,32606,"JD",,,32.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-12-22,,,,,,,
,,"CV8B618",25720,,,,,"C",,,,,,70716,,2012-08-14,,38828,111,,,542.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-14,,,,,,,
,,"FTM418",15566,,,,,"C",,,,,,41151,,2005-02-01,,20527,"SG",,,957.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-28,,,,,,,
,,"981 MTS",19756,,,,,"C",,,,,,50573,,2007-03-05,,26413,"NM",,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-05,,,,,,,
,,,20933,,,,,"C",,,,,,52870,,2007-09-10,,28103,"SG",,,34.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-10,,,,,,,
,,"S05PTD",14803,,,,,"C",,,,,,58251,,2009-05-01,,23734,"CB",,,184.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-04-30,,,,,,,
,,,20213,,,,,"C",,,,,,50839,,2007-03-28,,27065,"SG",,,43.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-27,,,,,,,
,,"W81KJY",25018,,,,,"C",,,,,,62649,,2010-08-19,,33911,111,,,95.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-18,,,,,,,
,,"NGC085",25389,,,,,"C",,,,,,66486,,2011-09-12,,34375,"CB",,,51.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,,,,,,,
,,"910MJY",27606,,,,,"C",,,,,,68402,,2012-03-19,,37319,"CB",,,1151.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-14,,,,,,,
,,"R74M7K",11478,,,,,"C",,,,,,45786,,2006-02-18,,24258,"CG",,,798.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-02-17,,,,,,,
,,"V42BZK",26303,,,,,"C",,,,,,66647,,2011-09-27,,35574,"BN",,,32.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-27,,,,,,,
,,"GCY190",21682,,,,,"C",,,,,,55160,,2008-04-16,,29253,"DM",,,12.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-16,,,,,,,
,,"FBC870",19360,,,,,"C",,,,,,57529,,2009-02-07,,29276,"DM",,,1675.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-24,,,,,,,
,,,26250,,,,,"C",,,,,,65280,,2011-05-07,,35509,"CB",,,424.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-07,,,,,,,
,,"9ZYY31",18119,,,,,"C",,,,,,69229,,2012-05-26,,30573,"TF",,,159.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-25,,,,,,,
,,472,11224,,,,,"C",,,,,,54641,,2008-02-20,,18367,"CB",,,267.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-20,,,,,,,
,,475,11224,,,,,"C",,,,,,50634,,2007-03-10,,20577,"SG",,,255.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-10,,,,,,,
,,"G76ZDW",11912,,,,,"C",,,,,,44255,,2005-10-11,,18168,"CG",,,1217.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-10,,,,,,,
,,1,8182,,,,,"C",,,,,,43777,,2005-09-01,,23209,"SG",,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-30,,,,,,,
,,,3247,,,,,"V",,,,,,35897,,,,18309,"TE",,,45.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-15,,,,,,,
,,"DM4M109",27927,,,,,"C",,,,,,69123,,2012-05-18,,37748,111,,,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-16,,,,,,,
,,"G48XTL",17686,,,,,"C",,,,,,44106,,2005-09-28,,23388,"CG",,,543.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-26,,,,,,,
,,"BG5D965",24754,,2010-06-23,,,"C",,,,,,61987,,2010-06-23,,33533,"CB",,,1266.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-21,,,,,,,
,,"6LWX95",21406,,,,,"C",,,,,,54351,,2008-01-18,,28835,"CB",,,34.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-17,,,,,,,
,,"ZHV69G",13143,,,,,"C",,,,,,47264,,2006-06-17,,17193,"CG",,,669.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-17,,,,,,,
,,"4AXE878",13157,,,,,"C",,,,,,41496,,2005-03-05,,17212,"TN",,,103.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-02,,,,,,,
,,"872JCR",19868,,,,,"C",,,,,,56380,,2008-08-30,,26573,"DM",,,47.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-30,,,,,,,
,,"H08TRL",26778,,,,,"C",,,,,,66411,,2011-09-10,,36189,"TN",,,329.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-06,,,,,,,
,,"BH6Z080",27898,,,,,"C",,,,,,69047,,2012-05-11,,37715,111,,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-09,,,,,,,
,,"WALDO",26346,,,,,"C",,,,,,71861,,2012-10-06,,39618,"KIT",,,72.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-06,,,,,,,
,,"K436WV",9815,,,,,"C",,,,,,51532,,2007-05-24,,19345,"MS",,,812.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-23,,,,,,,
,,,18446,,,,,"C",,,,,,53756,,2007-11-21,,28549,"SG",,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-21,,,,,,,
,,"84KCH6",2244,,,,,"C",,,,,,72077,,2012-10-17,,25381,"KIT",,,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-16,,,,,,,
,,"600XJV",9912,,,,,"C",,,,,,66805,,2011-10-13,,29692,"CB",,,85.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-12,,,,,,,
,,"NRF569",29181,,,,,"C",,,,,,71697,,2012-09-29,,39482,"TF",,,94.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-28,,,,,,,
,,"BF74146",29161,,,,,"C",,,,,,71604,,2012-09-24,,39455,111,,,69.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-24,,,,,,,
,,"7ZBV59",7996,,,,,"C",,,,,,56103,,2008-08-02,,16612,"CB",,,531.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-01,,,,,,,
,,"V13RNS",14713,,,,,"C",,,,,,42588,,2005-06-01,,19740,"TN",,,86.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-01,,,,,,,
,,"8JNM21",23558,,,,,"C",,,,,,60648,,2010-02-02,,31878,"JD",,,500.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-02,,,,,,,
,,562,11224,,,,,"C",,,,,,52911,,2007-09-14,,14093,"SG",,,363.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-12,,,,,,,
,,"688AWG",25160,,,,,"V",,,,,,62899,,,,34078,111,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-09,,,,,,,
,,,20803,,,,,"C",,,,,,52451,,2007-08-04,,27903,"MS",,,342.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-04,,,,,,,
,,"DF3P731",27552,,,,,"C",,,,,,68620,,2012-04-04,,37243,"KIT",,,73.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-02,,,,,,,
,,"6BS-F51",11234,,,,,"C",,,,,,43680,,2005-08-24,,22031,"CG",,,297.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-24,,,,,,,
,,"HH7731",8311,,,,,"C",,,,,,44055,,2005-09-22,,9290,"SG",,,387.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-22,,,,,,,
,,"67FYJ8",24204,,,,,"C",,,,,,60674,,2010-02-05,,32751,"TN",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-04,,,,,,,
,,"DR2G685",28265,,,,,"C",,,,,,69793,,2012-07-02,,38194,"KIT",,,32.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-02,,,,,,,
,,"V46MVX",16924,,,,,"C",,,,,,48841,,2006-10-10,,22529,"NM",,,67.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-10,,,,,,,
,,"S28ZXZ",20776,,,,,"C",,,,,,54804,,2008-03-08,,5818,"CB",,,470.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-08,,,,,,,
,,,30493,,,,,"V",,,,,,74763,,,,41395,"ROB",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-06,,,,,,,
,,"43MJ81",19687,,,,,"C",,,,,,52373,,2007-08-01,,27861,"MS",,,891.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-07-30,,,,,,,
,,"MTJ046",25717,,,,,"C",,,,,,67220,,2011-11-18,,36649,"KIT",,,146.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-18,,,,,,,
,,"8BDZ97",14658,,,,,"C",,,,,,43772,,2005-09-06,,19250,"SG",,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-29,,,,,,,
,,"D35WWL",21188,,,,,"C",,,,,,53647,,2007-11-13,,28502,"KN",,,977.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-10,,,,,,,
,,"G09RNN",18360,,,,,"C",,,,,,45911,,2006-03-03,,24345,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-01,,,,,,,
,,"21MWL3",21725,,,,,"C",,,,,,55263,,2008-04-28,,29311,"CB",,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-28,,,,,,,
,,"YST09C",14777,,,,,"V",,,,,,40908,,,,19412,"NF",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-07,,,,,,,
,,"384KRT",19363,,,,,"C",,,,,,48572,,2006-09-20,,25833,"NM",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-20,,,,,,,
,,"776JLW",23273,,,,,"C",,,,,,61190,,2010-03-29,,33144,"CB",,,63.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-29,,,,,,,
,,"50CZS4",23401,,,,,"C",,,,,,69303,,2012-06-01,,37854,111,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-01,,,,,,,
,,"424VFT",16785,,,,,"C",,,,,,43121,,2005-07-14,,22222,"CG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-14,,,,,,,
,,"LMB492",7685,,,,,"C",,,,,,73863,,2013-01-18,,32451,111,,,540.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-18,,,,,,,
,,"9NXT33",24065,,,,,"C",,,,,,63206,,2010-10-09,,32551,111,,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-07,,,,,,,
,,,17350,,,,,"C",,,,,,43273,,2005-07-23,,22944,"SG",,,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-23,,,,,,,
,,,14789,,,,,"V",,,,,,37698,,,,19431,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-03-31,,,,,,,
,,"DD6M620",19096,,,,,"C",,,,,,68453,,2012-03-17,,37346,"KIT",,,22.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-17,,,,,,,
,,"H71JGS",15215,,,,,"C",,,,,,44519,,2005-11-01,,20016,"SG",,,166.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-01,,,,,,,
,,,17232,,,,,"C",,,,,,43011,,2005-07-05,,22791,"CG",,,231.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-05,,,,,,,
,,"32D6463",26814,,,,,"C",,,,,,67353,,2011-12-02,,36240,"CB",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-02,,,,,,,
,,"J27RZN",12065,,,,,"C",,,,,,51521,,2007-05-22,,15558,"SG",,,432.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-22,,,,,,,
,,"B44LRC",17800,,,,,"C",,,,,,46057,,2006-03-17,,23794,"SG",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-13,,,,,,,
,,"889YSS",21962,,,,,"C",,,,,,55849,,2008-07-05,,29658,"CB",,,572.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-07-05,,,,,,,
,,"JMM769",29064,,,,,"C",,,,,,71411,,2012-09-14,,39318,111,,,32.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-14,,,,,,,
,,"CK32557",27638,,,,,"C",,,,,,69347,,2012-06-06,,37807,"TF",,,539.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-05,,,,,,,
