"keyid","workid","seqno","description","performed","qty","cost","price","sale","partno","hours_charged","hours_actual","hours_pay","version","taxdollars","part_labor","discountlevel","vendorcode","tax1","tax2","tax3","tax4","tax5","tax6","tax7","tax8","tax9","tax10","acctclass","category","staticamt","techsel","TechNum","partConfirm","partCommited","accessory","part_unique","Commission","package","Symptom","LongCode","ReqCode","sMfgCode","sTSBSymptom","sTSBCategory","sTSBSystem","sUpcCode","sPartsHier","QtyConfirmed","ConfirmNum","sTSBTitle","sWDLineCode","sAffGrpId","sCatPartType","fList","bPartOrdered"
808,295,9,"BELT",,1,19.79,39.58,39.58,"25-060956",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
810,350,2,"OIL FILTER",,1,5.16,10.86,10.86,"1334",0,0,0,2,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,17,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
811,350,3,"ENGINE OIL",,4,1.25,1.95,1.95,"10/40",0,0,0,3,0,0,0,"PENZ",1,1,1,1,1,0,0,0,0,0,1,149,0,0,0,1,0,0,113,-1,0,,0,0,"OIL",,,,,,4,,,,,,0,FALSE
812,352,1,"SHIFT INDICATOR - INOP","FOUND DEFECTIVE SHIFT MECHANISM- rEMOVE AND REPLACE GEAR SELECTOR AS LISTED.",0,0,0,105,,1.5,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
813,352,2,"GENERAL INSPECTION OF VEHICLE:","*BELTS
*V/C GASKETS
* TUNE UP PARTS NEW
*BRAKES 50%",0,0,0,35,,0.5,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
816,346,4,"MOLDED COOLANT/HTR HOSE",,1,10.81,21.62,21.62,"18072L",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"ABH35",,,,,,1,,,,,,0,FALSE
817,346,5,"MOLDED COOLANT/HTR HOSE",,1,9.99,19.98,19.98,"18158L",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"ABH35",,,,,,1,,,,,,0,FALSE
818,346,6,"BYPASS HOSE",,1,5.27,13.18,13.18,"9809",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,104,0,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
819,346,7,"LOWER RADIATOR HOSE",,1,7.08,17.7,17.7,"7424",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,104,0,-1,0,,0,0,"ABH35",,,,,,1,,,,,,0,FALSE
820,346,8,"UPPER RADIATOR HOSE",,1,5.71,14.28,14.28,"7556",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,104,0,-1,0,,0,0,"ABH35",,,,,,1,,,,,,0,FALSE
821,346,9,"DISTRIBUTOR ROTOR",,1,3.08,6.16,6.16,"F430",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"DR DE",,,,,,1,,,,,,0,FALSE
822,346,10,"DISTRIBUTOR CAP",,1,12.83,25.66,25.66,"F305Z",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"DR DE",,,,,,1,,,,,,0,FALSE
823,346,11,"PCV VALVE",,1,3.04,6.08,6.08,"CV898C",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
824,346,12,"FUEL FILTER",,1,4.1,8.2,8.2,"GF423",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
825,346,13,"BREATHER FILTER",,1,1.68,3.36,3.36,"FB105",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
826,346,14,"AIR FILTER",,1,4.52,9.04,9.04,"A117C",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
827,346,15,"RADIATOR",,1,150,258,258,"1682",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,104,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
828,346,16,"THERMOSTAT-192F/88C",,1,4.33,8.66,8.66,"131-87",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
829,346,22,"WATER PUMP-NEW",,1,52.33,104.66,104.66,"55-3413",0,0,0,6,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,40,0,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
830,348,2,"ACTUATOR/4X4",,1,72.19,90.24,90.24,"26013495",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
831,346,20,"ANTI-FREEZE COOLANT",,2,4.25,8.5,8.5,"COOL",0,0,0,3,0,0,0,"AES",1,1,1,1,1,0,0,0,0,0,1,144,0,0,0,1,0,0,116,-1,0,,0,0,"AES",,,,,,2,,,,,,0,FALSE
833,345,1,"REPLACE OIL PRESSURE SENDER","REPLACE OIL PRESSURE SENDER AS LISTED - RETEST",0,0,0,42,,0.6,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
834,345,0,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,0,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
835,345,3,"OIL FILTER",,1,4.28,9.02,9.02,"1515",0,0,0,2,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,33,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
836,345,4,"ENGINE OIL",,5,0.98,1.95,1.95,"10/40WT",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,5,,,,,,0,FALSE
838,346,17,"RADIATOR - R&R [D]","1987-90  Wrangler",0,0,0,63,,0.9,0.9,0.9,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
842,346,22.1,"SPARK PLUG",,6,1.4,2.8,2.8,"RFN14LY",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,6,,,,,,0,FALSE
843,348,0.1,"REMOVE AND REPLACE FONT DIFF ACTUATOR","REMOVE AND REPLACE FRONT DIFF ACTUATOR AS LISTED - RETEST/ROADTEST",0,0,0,35,,0.5,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
844,295,2.1,"CHECK FRONT FOGLIGHTS","FOUND DEFECTIVE RELAY AND HARNESS - PARTS ON ORDER",0,0,0,0,,0,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
845,346,24,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.7,,0.21,0.21,0.21,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
846,346,25,"OIL FILTER",,1,5.58,10.64,10.64,"1626",0,0,0,2,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,37,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
847,346,26,"ENGINE OIL",,6,1.25,1.95,1.95,"10/40",0,0,0,3,0,0,0,"PENZ",1,1,1,1,1,0,0,0,0,0,1,149,0,0,0,1,0,0,113,-1,0,,0,0,"OIL",,,,,,6,,,,,,0,FALSE
848,349,0.1,"GENERAL INSPECTION","BRAKE INSPECTION - REARS 75% FRONTS 30%",0,0,0,35,,0.5,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
849,349,0.2,"OIL FILTER",,1,4.57,9.62,9.62,"1040",0,0,0,2,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,3,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
850,347,10,"WATER PUMP - R&R [B]","Add Time: Where Air Cond interferes add",0,0,0,28,,0.4,0.4,0.4,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
851,347,11,"WATER PUMP - R&R [B]","1982-87 El Camino  V8, Gas",0,0,0,154,,2.2,2.2,2.2,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
852,349,0.3,"ENGINE OIL",,5,0.98,1.95,1.95,"10/40WT",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,5,,,,,,0,FALSE
853,347,2.1,"ANTI-FREEZE COOLANT",,1,4.25,8.5,8.5,"COOL",0,0,0,2,0,0,0,"AES",1,1,1,1,1,0,0,0,0,0,1,144,0,0,0,1,0,0,116,-1,0,,0,0,"AES",,,,,,1,,,,,,0,FALSE
854,347,2.2,"bulbs",,2,0.75,1.5,1.5,"194",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
855,354,1,"DIAGNOSE LACKS TEMP - POSSIBLE  HEATER CORE","Flush heater core, Plugged solid , flush block and radiator- road test",0,0,0,140,,2,0,0,7,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
856,354,2,"REPLACE FUEL FILTER","as listed",0,0,0,17.5,,0.25,0,0,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
857,354,3,"REPAIR FRONT PARKING BRAKE CABLE","Relaced with customer supplied part.",0,0,0,140,,2,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
858,354,4,,"SAVE OLD PARTS - PLEASE",0,0,0,0,,0,0,0,1,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
859,356,1,"FAILED EMISSIONS","DIAGNOSTICS - SCOPE TEST/SCAN TEST  FOUND CODE PO173 -EGO NOT SWITCHING -DEFECTIVE  OXYGEN SENSOR/RECOMMEND FULL TUNE WITH WIRES",0,0,0,70,,1,0,0,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
860,346,14.1,"HEATER FITTING",,1,5.47,7.7,7.7,"660-1523",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
861,289,2,"ELEC FUEL PUMP ASSY",,1,225.82,451.64,451.64,"43-909",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
862,357,1,"SEAL",,2,6.94,15.42,15.42,"4160",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
863,357,2,"CALIPER",,1,63.26,148.84,148.84,"L55460FM",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
864,357,3,"CALIPER",,1,63.26,148.84,148.84,"L55461FM",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
865,357,4,"BRAKE HOSE",,2,9.9,13.2,13.2,"PBH77235",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
866,357,5,"BRAKE SHOES",,1,32.75,77.06,77.06,"R358",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
867,357,6,"BRAKE HARDWARE KIT",,1,11.44,22.88,22.88,"H7181",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
869,357,7,"WHEEL CYLINDERS",,1,6.69,8.92,38.92,"PWC3725",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
870,357,8,"WHEEL CYLINDERS",,1,6.69,38.92,38.92,"PWC3726",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
871,289,6,"FUEL FILTER",,1,10.35,20.7,20.7,"3311",0,0,0,5,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,104,0,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
872,289,4,"FUEL FILTER - R&R [B]","1995-99  Aurora",0,0,0,17.5,,0.25,0.7,0.7,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,96,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
873,289,5,"FUEL PUMP - R&R [B]","1995-99  Aurora  inc. additional labor to remove fuel module retainer ring.",0,0,0,157.5,,2.25,0.9,0.9,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,96,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
874,357,6.1,"BRAKE INSPECTION  -","found brakes at 5% front and rear 
REMOVE AND REPLACE FRONT AND REAR BRAKES WITH FRONT WHEEL PACK.",0,0,0,262.5,,3.75,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
875,357,6.2,"FLUSH BRAKE SYSTEM","FLUSH SYSTEM",0,0,0,35,,0.5,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
876,357,6.3,"BRAKE FLUID",,3,2.95,5.95,10,"BRAKE FLUID",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,3,,,,,,0,FALSE
877,357,6.4,"BRAKE PARTS CLEANER",,1,2.95,5.95,5.95,"BRAKE CLEAN",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
878,357,6.5,"TRUE DRUMS",,2,7,14,14,"DRUMS TRUED",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
879,357,6.6,"ROTORS TRUED",,2,14,28,28,"TRUE ROTORS",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
880,357,6.7,"AXLE  ADJUTER KITS",,2,5.84,8.74,8.74,"H2093",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
881,349,2,"RETAINER GASKET",,1,3.72,5.72,5.72,"21010287",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
882,266,1,"DISTRIBUTOR CAP - R&R [C]","1989-01 Trooper, Trooper II  V6  Includes: Replace rotor.",0,0,0,42,,0.6,0.6,0.6,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
884,266,3,"temp sensor",,1,10.95,21.9,21.9,"213-310",0,0,0,3,0,0,0,"ACD-5002",1,1,1,1,1,0,0,0,0,0,1,113,0,0,0,1,0,8,0,-1,0,,0,0,"ACEDE",,,,,,1,,,,,,0,FALSE
885,349,4,"TRANS FILTER",,1,19.52,39.04,39.04,"24203770",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
886,266,4,"DISTRIBUTOR CAP",,1,14.71,29.42,29.42,"D341",0,0,0,3,0,0,0,"ACD-5002",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,"ADADE",,,,,,1,,,,,,0,FALSE
887,266,5,"IGNITION ROTOR",,1,6.79,13.58,13.58,"D434",0,0,0,3,0,0,0,"ACD-5002",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,"ADADE",,,,,,1,,,,,,0,FALSE
888,349,5,"GASKET",,1,13.83,26.44,26.44,"24203590",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
889,266,6,"Replace coolant temp sensor","Replace coolant temp sensor.( ECM)",0,0,0,35,,0.5,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
890,346,27,"Antirust",,1,1.95,4.95,4.95,"macs 13",0,0,0,2,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
891,346,28,"HOSE CLAMP",,3,0.65,1.3,1.3,"24",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,3,,,,,,0,FALSE
892,346,29,"HOSE CLAMP",,4,0.6,1.2,1.2,"10",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,4,,,,,,0,FALSE
893,346,30,"HOSE CLAMP",,2,0.62,1.24,1.24,"12",0,0,0,2,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,2,,,,,,0,FALSE
894,356,0.1,"REPLACE OXYGEN  SENSOR","AS LISTED RETEST.",0,0,0,49,,0.7,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
895,356,0.2,"REPLACE  FUEL  FILTER","AS LISTED",0,0,0,17.5,,0.25,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
896,356,0.3,"TUNE UP","REPLACE ALL TUNE UP PIECES AND SET TO SPEC'S",0,0,0,59.95,,0.86,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
897,356,0.4,"REPLACE PLUG WIRES","AS LISTED",0,0,0,35,,0.5,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
898,356,0.5,"CLEAN IAC AND THROTTLE BODY","AS LISTED",0,0,0,17.5,,0.25,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
900,356,2,"OXYGEN SENSOR",,1,70.39,160.59,160.59,"DY618",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
901,356,3,"SPARK PLUG",,4,2.24,4.49,4.49,"AGSF34C",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,4,,,,,,0,FALSE
902,356,4,"SPARK PLUG WIRE",,1,29.53,59.06,59.06,"WR5762",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
903,356,5,"POLLUTION CONT.VALVE",,1,2.92,5.84,5.84,"EV157",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
904,356,6,"AIR FILTER",,1,7.73,15.46,15.46,"6133",0,0,0,2,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,65,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
905,356,7,"FUEL FILTER",,1,10.35,20.7,20.7,"3097",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
906,356,8,"BREATHER FILTER",,1,1.26,2.52,2.52,"6967",0,0,0,2,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
907,356,9,"CARB. CLEANER",,1,4.18,6.95,6.95,"X66A",0,0,0,2,0,0,0,"ACD-5002",1,1,1,1,1,0,0,0,0,0,1,145,0,0,0,1,0,0,131,-1,0,,0,0,"DELDE",,,,,,1,,,,,,0,FALSE
908,356,10,"FUEL ADDITIVE",,1,2.98,5.95,5.95,"SEAFOAM",0,0,0,3,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,8,0,-1,0,,0,0,,,,,,,1,,,,,,0,FALSE
910,349,6,"AUTO. TRANS. FLUID",,7.5,1.25,1.95,1.95,"ATF",0,0,0,2,0,0,0,"PENZ",1,1,1,1,1,0,0,0,0,0,1,149,0,0,0,1,0,0,112,-1,0,,0,0,"ATF",,,,,,7.5,,,,,,0,FALSE
911,369,1,"Diagnose engine stalling condition",,0,0,0,70,,1,1,1,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,145,0,0,0,0,0,0,0,-1,0,"Engine runs and then stalls (stops running)",0,2,,"<None>","<None>","<None>",,,0,,,,,,0,FALSE
912,370,1,"Inspect for water leak","Found Intake manifold leaking. Remove and replace as listed",0,0,0,315,,4.5,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
917,372,1,"Check Battery/ Battery connections- part of bolt broken","Battery Service / Remove and replace bolt as listed",0,0,0,17.5,,0.25,0.25,0.25,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
918,372,2,"General Inspection/Test Drive - Noises","General Inspection - road test  found brake noise cold.
also recommend all hoses, thermostat and coolant flush
Slight wheel bearing noise fronts.Needs further inspection and diagnosis",0,0,0,17.5,,0.25,0.25,0.25,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
919,372,3,,"Call With Estimate Prior to Repair over $50.00",0,0,0,0,,0,0,0,1,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
920,373,1,"Inspect Front End-","Found Broken upper ball joint. Replace upper control arm as listed. Install brake line and lower ball joint. Road Test.",0,0,0,140,,2,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
921,374,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Preform basic safety inspection.  Road test vehicle.",0,0,0,14.5,,0.21,0.21,0.21,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,120,0,4,5,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
922,375,1,"Inspect for Front End Noise",,0,0,0,0,,0,0,0,1,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
923,376,1,"Inspect Front Differential --","Remove and replace front differential center section as provided.",0,0,0,350,,5,0,0,2,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
924,284,8,"STEERING GEAR (COMPLETE) - R&R [B]","1995-01 Tahoe  Power Steering  Includes: Manual and power Rack Pinion, Worm & Ball Nut and Rack Piston assemblies. Adjust Toe-in on Rack & Pinion models. DOES NOT include transfer parts or alignment.",0,0,0,105,,1.5,1.5,1.5,3,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,5,0,0,32,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
925,284,9,"CHARGING SYSTEM - CHECK [B]","1974-01  All applicable models  Includes: Check battery, regulator and alternator output.",0,0,0,17.5,,0.25,0.6,0.6,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,6,0,0,96,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
